Lateral Profiles,,,,,,,,
Open field,,,,,,,,
SSD=100cm,,,,,,,,
Depth=5cm,,,,,,,,
Scanning direction: Crossline,,,,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,,,,
,Dose[%],,,,,,,
Off axis position [cm],Field Size: 3x3 cm2,Field Size: 4x4 cm2,Field Size: 6x6 cm2,Field Size: 8x8 cm2,Field Size: 10x10 cm2,Field Size: 20x20 cm2,Field Size: 30x30 cm2,Field Size: 40x40 cm2
-25.9,,,,,,,,3.5142857142857165
-25.8,,,,,,,,3.6
-25.7,,,,,,,,3.6
-25.6,,,,,,,,3.7
-25.5,,,,,,,,3.7375000000000007
-25.4,,,,,,,,3.8
-25.3,,,,,,,,3.837500000000001
-25.2,,,,,,,,3.9
-25.1,,,,,,,,3.9285714285714275
-25,,,,,,,,4
-24.9,,,,,,,,4.1
-24.8,,,,,,,,4.157142857142857
-24.7,,,,,,,,4.2
-24.6,,,,,,,,4.2857142857142865
-24.5,,,,,,,,4.333333333333332
-24.4,,,,,,,,4.4
-24.3,,,,,,,,4.5
-24.2,,,,,,,,4.562499999999999
-24.1,,,,,,,,4.612499999999999
-24,,,,,,,,4.742857142857144
-23.9,,,,,,,,4.8
-23.8,,,,,,,,4.924999999999999
-23.7,,,,,,,,5
-23.6,,,,,,,,5.1
-23.5,,,,,,,,5.1833333333333345
-23.4,,,,,,,,5.324999999999999
-23.3,,,,,,,,5.4
-23.2,,,,,,,,5.514285714285713
-23.1,,,,,,,,5.666666666666668
-23,,,,,,,,5.812499999999999
-22.9,,,,,,,,5.9
-22.8,,,,,,,,6.075000000000001
-22.7,,,,,,,,6.2
-22.6,,,,,,,,6.314285714285713
-22.5,,,,,,,,6.466666666666669
-22.4,,,,,,,,6.639999999999998
-22.3,,,,,,,,6.9
-22.2,,,,,,,,7.042857142857144
-22.1,,,,,,,,7.3
-22,,,,,,,,7.520000000000005
-21.9,,,,,,,,7.839999999999997
-21.8,,,,,,,,8.2
-21.7,,,,,,,,8.68571428571429
-21.6,,,,,,,,9.342857142857136
-21.5,,,,,,,,10.283333333333339
-21.4,,,,,,,,12.114285714285693
-21.3,,,,,,,,15.114285714285742
-21.2,,,,,,,,19.37999999999994
