Lateral Profiles,,,,,,,,
Open field,,,,,,,,
SSD=100cm,,,,,,,,
Depth=30cm,,,,,,,,
Scanning direction: Crossline,,,,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,,,,
,Dose[%],,,,,,,
Off axis position [cm],Field Size: 3x3 cm2,Field Size: 4x4 cm2,Field Size: 6x6 cm2,Field Size: 8x8 cm2,Field Size: 10x10 cm2,Field Size: 20x20 cm2,Field Size: 30x30 cm2,Field Size: 40x40 cm2
-30.9,,,,,,,,10.839999999999998
-30.8,,,,,,,,10.987499999999997
-30.7,,,,,,,,11.1
-30.6,,,,,,,,11.112500000000002
-30.5,,,,,,,,11.242857142857146
-30.4,,,,,,,,11.385714285714284
-30.3,,,,,,,,11.512500000000003
-30.2,,,,,,,,11.642857142857144
-30.1,,,,,,,,11.775000000000002
-30,,,,,,,,11.9
-29.9,,,,,,,,12.024999999999999
-29.8,,,,,,,,12.149999999999999
-29.7,,,,,,,,12.350000000000003
-29.6,,,,,,,,12.5
-29.5,,,,,,,,12.571428571428573
-29.4,,,,,,,,12.712500000000002
-29.3,,,,,,,,12.875000000000002
-29.2,,,,,,,,13
-29.1,,,,,,,,13.212500000000002
-29,,,,,,,,13.337500000000002
-28.9,,,,,,,,13.462499999999999
-28.8,,,,,,,,13.674999999999994
-28.7,,,,,,,,13.825
-28.6,,,,,,,,13.957142857142856
-28.5,,,,,,,,14.2
-28.4,,,,,,,,14.325
-28.3,,,,,,,,14.5
-28.2,,,,,,,,14.733333333333334
-28.1,,,,,,,,14.887499999999998
-28,,,,,,,,15.112500000000002
-27.9,,,,,,,,15.2375
-27.8,,,,,,,,15.424999999999999
-27.7,,,,,,,,15.674999999999994
-27.6,,,,,,,,15.9
-27.5,,,,,,,,16.066666666666666
-27.4,,,,,,,,16.257142857142856
-27.3,,,,,,,,16.5
-27.2,,,,,,,,16.749999999999996
-27.1,,,,,,,,17
-27,,,,,,,,17.325000000000003
-26.9,,,,,,,,17.577777777777776
-26.8,,,,,,,,18.03750000000001
-26.7,,,,,,,,18.450000000000003
-26.6,,,,,,,,19.03333333333332
-26.5,,,,,,,,19.8
-26.4,,,,,,,,21.085714285714257
-26.3,,,,,,,,22.840000000000057
-26.2,,,,,,,,25.342857142857103
