Lateral Profiles,,,,,,,,
Open field,,,,,,,,
SSD=100cm,,,,,,,,
Depth=20cm,,,,,,,,
Scanning direction: Crossline,,,,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,,,,
,Dose[%],,,,,,,
Off axis position [cm],Field Size: 3x3 cm2,Field Size: 4x4 cm2,Field Size: 6x6 cm2,Field Size: 8x8 cm2,Field Size: 10x10 cm2,Field Size: 20x20 cm2,Field Size: 30x30 cm2,Field Size: 40x40 cm2
-29.8,,,,,,,,3.8100000000000023
-29.7,,,,,,,,3.9
-29.6,,,,,,,,3.9100000000000024
-29.5,,,,,,,,4.0100000000000025
-29.4,,,,,,,,4.1
-29.3,,,,,,,,4.110000000000002
-29.2,,,,,,,,4.2
-29.1,,,,,,,,4.210000000000003
-29,,,,,,,,4.3
-28.9,,,,,,,,4.310000000000002
-28.8,,,,,,,,4.4
-28.7,,,,,,,,4.410000000000003
-28.6,,,,,,,,4.5100000000000025
-28.5,,,,,,,,4.6
-28.4,,,,,,,,4.610000000000002
-28.3,,,,,,,,4.710000000000003
-28.2,,,,,,,,4.8
-28.1,,,,,,,,4.810000000000002
-28,,,,,,,,4.910000000000003
-27.9,,,,,,,,5.0100000000000025
-27.8,,,,,,,,5.1
-27.7,,,,,,,,5.110000000000002
-27.6,,,,,,,,5.210000000000003
-27.5,,,,,,,,5.310000000000002
-27.4,,,,,,,,5.4
-27.3,,,,,,,,5.410000000000003
-27.2,,,,,,,,5.5100000000000025
-27.1,,,,,,,,5.610000000000002
-27,,,,,,,,5.710000000000003
-26.9,,,,,,,,5.810000000000002
-26.8,,,,,,,,5.910000000000003
-26.7,,,,,,,,6.0100000000000025
-26.6,,,,,,,,6.110000000000002
-26.5,,,,,,,,6.210000000000003
-26.4,,,,,,,,6.310000000000002
-26.3,,,,,,,,6.410000000000003
-26.2,,,,,,,,6.520000000000005
-26.1,,,,,,,,6.710000000000003
-26,,,,,,,,6.810000000000002
-25.9,,,,,,,,6.910000000000003
-25.8,,,,,,,,7.020000000000005
-25.7,,,,,,,,7.210000000000003
-25.6,,,,,,,,7.320000000000005
-25.5,,,,,,,,7.519999999999999
-25.4,,,,,,,,7.71
-25.3,,,,,,,,7.8199999999999985
-25.2,,,,,,,,8.029999999999998
-25.1,,,,,,,,8.329999999999998
-25,,,,,,,,8.629999999999997
-24.9,,,,,,,,8.939999999999998
-24.8,,,,,,,,9.349999999999998
-24.7,,,,,,,,9.859999999999998
-24.6,,,,,,,,10.489999999999995
-24.5,,,,,,,,11.429999999999993
-24.4,,,,,,,,12.76999999999999
-24.3,,,,,,,,14.519999999999989
-24.2,,,,,,,,16.769999999999985
-24.1,,,,,,,,19.489999999999984
-24,,,,,,,,22.399999999999984
-23.9,,,,,,,,25.369999999999987
-23.8,,,,,,,,28.03999999999999
-23.7,,,,,,,,30.38999999999999
-23.6,,,,,,,,32.239999999999995
-23.5,,,,,,,,33.599999999999994
-23.4,,,,,,,,34.58
-23.3,,,,,,,,35.35999999999999
-23.2,,,,,,,,35.949999999999996
-23.1,,,,,,,,36.44
-23,,,,,,,,36.839999999999996
-22.9,,,,,,,,37.24
-22.8,,,,,,,,37.63
-22.7,,,,,,,,37.93
-22.6,,,,,,,4.960000000000003,38.230000000000004
-22.5,,,,,,,5,38.53
-22.4,,,,,,,5.1,38.81999999999999
-22.3,,,,,,,5.160000000000002,39.03
-22.2,,,,,,,5.2600000000000025,39.33
-22.1,,,,,,,5.3,39.62
-22,,,,,,,5.460000000000003,39.81999999999999
-21.9,,,,,,,5.5,40.03
-21.8,,,,,,,5.6,40.31999999999999
-21.7,,,,,,,5.7,40.53
-21.6,,,,,,,5.8,40.81999999999999
-21.5,,,,,,,5.9,41.019999999999996
-21.4,,,,,,,6,41.230000000000004
-21.3,,,,,,,6.060000000000002,41.519999999999996
-21.2,,,,,,,6.160000000000002,41.72
-21.1,,,,,,,6.2600000000000025,41.93
-21,,,,,,,6.4,42.22
-20.9,,,,,,,6.5,42.419999999999995
-20.8,,,,,,,6.6,42.62
-20.7,,,,,,,6.7,42.83
-20.6,,,,,,,6.860000000000002,43.12
-20.5,,,,,,,6.960000000000003,43.31999999999999
-20.4,,,,,,,7.1,43.519999999999996
-20.3,,,,,,,7.2600000000000025,43.72
