Percentage Depth Doses,,,,,,,,
Open field,,,,,,,,
SSD=100cm,,,,,,,,
Detector: IBA Dosimetry CC13 Ionization Chamber,,,,,,,,
Detector offset of -1.8mm (0.6*rcav) applied,,,,,,,,
Depth [cm],3x3cm2,4x4cm2,6x6cm2,8x8cm2,10x10cm2,20x20cm2,30x30cm2,40x40cm2
6.2,82.8,83.52499999999999,84.6,85.14999999999999,85.46,86.1,86.325,86.42500000000001
6.3,82.25,82.98,84.14,84.7,85.15,85.75,85.975,86.07499999999999
6.4,81.76666666666667,82.5,83.75,84.30000000000001,84.8,85.25,85.625,85.725
6.5,81.35000000000001,82.16666666666667,83.25,83.8,84.32000000000001,84.98,85.1,85.375
6.6,80.85,81.7,82.85000000000001,83.4,83.85,84.65,84.85,84.95
6.7,80.46666666666667,81.3,82.35,83,83.43333333333334,84.19999999999999,84.5,84.55
6.8,80,80.8,82,82.7,83.06666666666666,83.825,84.1,84.19999999999999
6.9,79.56666666666666,80.36666666666666,81.5,82.3,82.75,83.45,83.7,83.9
7,79.14999999999999,80,81.14999999999999,81.875,82.26666666666667,83.125,83.35000000000001,83.5
7.1,78.725,79.5,80.75,81.425,81.9,82.74,83.02499999999999,83.2
7.2,78.25,79.1,80.225,81.1,81.46000000000001,82.35,82.7,82.80000000000001
7.3,77.775,78.66,79.85,80.65,81.14999999999999,82,82.25,82.425
7.4,77.35,78.3,79.45,80.19999999999999,80.75,81.6,81.875,82.06666666666666
7.5,76.9,77.83999999999999,79,79.8,80.35,81.19999999999999,81.5,81.7
7.6,76.5,77.375,78.63999999999999,79.44999999999999,80,80.9,81.2,81.4
7.7,76.1,76.95,78.25,79.02499999999999,79.6,80.45,80.86666666666667,81.05
7.8,75.65,76.55,77.85,78.575,79.15,80.125,80.5,80.6
7.9,75.225,76.1,77.4,78.25,78.75,79.775,80.16666666666666,80.3
8,74.775,75.7,77.06666666666666,77.8,78.43333333333334,79.425,79.76666666666667,79.97500000000001
8.1,74.425,75.30000000000001,76.55,77.4,78,79.1,79.4,79.55
8.2,73.97500000000001,74.8,76.23333333333333,77.1,77.6,78.75,79.1,79.175
8.3,73.6,74.52,75.85,76.73333333333333,77.2,78.3,78.7,78.9
8.4,73.1,74.05,75.4,76.275,76.9,77.97500000000001,78.45,78.6
8.5,72.73333333333333,73.675,75.05,75.925,76.53333333333333,77.625,78.1,78.17999999999999
8.6,72.25,73.275,74.64999999999999,75.56,76.16666666666667,77.26666666666667,77.73333333333333,77.9
8.7,71.9,72.9,74.25,75.15,75.775,77,77.35,77.55
8.8,71.5,72.5,73.86666666666667,74.8,75.425,76.56666666666666,76.95,77.2
8.9,71.1,72.13333333333333,73.52499999999999,74.4,75.06666666666666,76.2,76.66666666666667,76.86
9,70.65,71.75,73,73.94,74.7,75.9,76.30000000000001,76.52499999999999
9.1,70.25,71.3,72.7,73.66666666666667,74.3,75.5,76.02499999999999,76.14999999999999
9.2,69.86,70.9,72.3,73.2,73.95,75.175,75.675,75.85000000000001
9.3,69.45,70.46666666666667,71.86666666666666,72.875,73.6,74.85,75.35,75.5
9.4,69.16666666666667,70.13333333333334,71.52499999999999,72.52499999999999,73.2,74.47500000000001,75,75.26666666666667
9.5,68.76,69.7,71.15,72.175,72.925,74.14999999999999,74.55,74.9
9.6,68.4,69.35,70.825,71.88,72.55,73.86666666666667,74.3,74.5
9.7,67.9,68.9,70.36000000000001,71.5,72.125,73.55,73.95,74.1
9.8,67.675,68.5,70.05,71.02499999999999,71.75,73.19999999999999,73.6,73.875
9.9,67.35,68.2,69.7,70.69999999999999,71.38,72.86666666666667,73.30000000000001,73.52499999999999
10,66.825,67.85,69.30000000000001,70.4,71.05,72.5,73,73.15
10.1,66.47500000000001,67.45,68.9,70.02,70.7,72.1,72.675,72.825
10.2,66.2,67.05,68.56,69.625,70.35,71.85000000000001,72.325,72.5
10.3,65.75,66.65,68.225,69.275,69.94,71.55,71.96666666666667,72.19999999999999
10.4,65.375,66.28,67.875,68.93333333333334,69.675,71.15,71.7,71.9
10.5,65,66,67.52499999999999,68.55,69.25,70.9,71.34,71.56666666666666
10.6,64.625,65.6,67.075,68.225,69,70.55,71.1,71.2
10.7,64.26,65.3,66.80000000000001,67.9,68.69999999999999,70.18,70.7,70.9
10.8,63.839999999999996,64.9,66.47500000000001,67.52,68.2,69.85,70.30000000000001,70.55
10.9,63.6,64.47500000000001,66.125,67.15,67.95,69.6,70.125,70.3
11,63.2,64.14999999999999,65.675,66.775,67.6,69.275,69.775,69.96666666666667
11.1,62.9,63.8,65.35,66.52499999999999,67.25,68.875,69.45,69.66666666666667
11.2,62.46,63.45,65.075,66.075,66.925,68.575,69.1,69.4
11.3,62.15,63.1,64.69999999999999,65.8,66.575,68.25,68.75,69.05
11.4,61.83333333333333,62.849999999999994,64.3,65.5,66.25,67.9,68.4,68.74
11.5,61.475,62.55,64.05,65.15,65.93333333333334,67.65,68.19999999999999,68.45
11.6,61.15,62.150000000000006,63.7,64.8,65.625,67.3,67.8,68.11999999999999
11.7,60.775,61.75,63.349999999999994,64.5,65.275,66.95,67.55,67.8
11.8,60.53333333333333,61.36666666666667,63.019999999999996,64.1,64.96666666666667,66.7,67.26666666666667,67.55
11.9,60.06666666666667,61.175000000000004,62.660000000000004,63.74,64.64999999999999,66.36,66.9,67.23333333333333
12,59.824999999999996,60.839999999999996,62.349999999999994,63.475,64.25,66.05,66.675,66.9
12.1,59.46666666666667,60.4,61.95,63.05,63.925,65.78,66.35,66.65
12.2,59.1,60.150000000000006,61.625,62.75,63.660000000000004,65.5,66.075,66.3
12.3,58.824999999999996,59.7,61.36666666666667,62.5,63.3,65.1,65.7,66.06666666666666
12.4,58.5,59.449999999999996,61.03333333333334,62.2,63.05,64.80000000000001,65.53333333333333,65.7
12.5,58.2,59.16666666666667,60.7,61.849999999999994,62.766666666666666,64.52,65.2,65.43333333333334
12.6,57.8,58.78,60.36666666666667,61.55,62.43333333333333,64.25,64.9,65.06666666666666
12.7,57.5,58.45,60.1,61.233333333333334,62.05,63.925,64.575,64.8
12.8,57.25,58.1,59.7,60.93333333333333,61.8,63.675000000000004,64.3,64.575
12.9,56.9,57.8,59.425,60.575,61.475,63.425,64,64.325
13,56.675000000000004,57.5,59.125,60.279999999999994,61.16666666666667,63.075,63.7,63.875
13.1,56.349999999999994,57.25,58.8,60,60.9,62.849999999999994,63.46666666666667,63.58
13.2,56,56.88,58.5,59.75,60.55,62.5,63.1,63.3
13.3,55.6,56.53333333333333,58.1,59.4,60.2,62.2,62.849999999999994,62.9
13.4,55.36666666666667,56.275,57.96,59.1,59.975,61.849999999999994,62.6,62.6
13.5,55.025,56,57.56666666666667,58.75,59.675000000000004,61.65,62.275,62.31999999999999
13.6,54.775,55.7,57.275,58.425,59.324999999999996,61.275,62.025,62.075
13.7,54.45,55.3,57.025,58.150000000000006,58.975,61,61.675000000000004,61.8
13.8,54.13333333333333,54.975,56.675000000000004,57.7,58.725,60.7,61.425,61.46666666666667
13.9,53.9,54.725,56.36666666666667,57.46666666666667,58.5,60.43333333333333,61.2,61.225
14,53.5,54.475,56.05,57.18000000000001,58.150000000000006,60.150000000000006,60.849999999999994,60.95
14.1,53.25,54.125,55.766666666666666,56.95,57.9,59.8,60.56666666666667,60.625
14.2,53,53.875,55.44,56.725,57.55,59.575,60.275,60.339999999999996
14.3,52.650000000000006,53.6,55.175000000000004,56.375,57.275,59.324999999999996,60,60.1
14.4,52.419999999999995,53.3,54.925,56.125,56.96666666666667,59.075,59.760000000000005,59.8
14.5,52.1,53,54.575,55.85,56.7,58.739999999999995,59.475,59.6
14.6,51.824999999999996,52.63333333333333,54.339999999999996,55.449999999999996,56.36666666666667,58.5,59.225,59.3
14.7,51.5,52.349999999999994,54,55.175000000000004,56.150000000000006,58.25,58.95,59.06666666666667
14.8,51.3,52.12,53.8,54.94,55.9,58,58.7,58.8
14.9,51.05,51.875,53.5,54.7,55.575,57.650000000000006,58.4,58.5
15,50.74,51.625,53.2,54.36,55.324999999999996,57.4,58.16666666666667,58.233333333333334
15.1,50.375,51.375,52.9,54.125,54.975,57.125,57.849999999999994,58
15.2,50.125,51.13333333333333,52.675000000000004,53.85,54.725,56.8,57.725,57.7
15.3,49.875,50.8,52.425,53.575,54.4,56.6,57.375,57.4
15.4,49.625,50.53333333333333,52.075,53.324999999999996,54.233333333333334,56.349999999999994,57.125,57.16666666666667
15.5,49.375,50.25,51.824999999999996,52.975,53.9,56,56.85,56.9
15.6,49,49.975,51.580000000000005,52.7,53.660000000000004,55.775,56.55,56.675000000000004
15.7,48.7,49.7,51.25,52.45,53.425,55.525,56.25,56.43333333333333
15.8,48.55,49.43333333333333,51,52.2,53.075,55.275,56.05,56.175000000000004
15.9,48.25,49.16666666666667,50.75,51.875,52.83333333333333,55.025,55.8,55.95
16,47.975,48.95,50.5,51.725,52.575,54.775,55.575,55.7
16.1,47.625,48.55,50.175000000000004,51.53333333333333,52.349999999999994,54.45,55.324999999999996,55.45
16.2,47.5,48.4,49.9,51.275,52.05,54.25,55.050000000000004,55.2
16.3,47.25,48.160000000000004,49.66666666666667,51.025,51.8,53.9,54.725,54.93333333333333
16.4,47,47.9,49.4,50.8,51.525,53.766666666666666,54.5,54.63333333333333
16.5,46.760000000000005,47.575,49.150000000000006,50.5,51.275,53.475,54.260000000000005,54.475
16.6,46.525,47.324999999999996,48.86666666666667,50.225,51.025,53.225,54,54.125
16.7,46.175000000000004,47.16666666666667,48.650000000000006,49.925,50.775,52.975,53.7,53.975
16.8,45.925,46.849999999999994,48.4,49.68000000000001,50.5,52.75,53.575,53.7
16.9,45.75,46.62,48.175000000000004,49.5,50.349999999999994,52.5,53.225,53.4
17,45.5,46.43333333333333,47.925,49.3,50,52.25,53.06,53.150000000000006
17.1,45.3,46.15,47.7,49,49.8,52,52.75,53
17.2,45.05,45.975,47.45,48.675000000000004,49.5,51.775,52.5,52.7
17.3,44.8,45.625,47.16666666666667,48.475,49.3,51.5,52.375,52.5
17.4,44.575,45.375,46.9,48.275,49,51.3,52.1,52.225
17.5,44.25,45.150000000000006,46.650000000000006,48.025,48.725,51.1,51.875,51.975
17.6,44.075,44.9,46.4,47.775,48.475,50.775,51.625,51.725
17.7,43.839999999999996,44.650000000000006,46.160000000000004,47.525,48.3,50.525,51.375,51.55
17.8,43.5,44.4,45.925,47.3,47.975,50.275,51.14,51.3
17.9,43.3,44.160000000000004,45.675000000000004,47.075,47.739999999999995,50.125,50.9,50.95
18,43.16666666666667,43.925,45.425,46.86666666666667,47.5,49.9,50.650000000000006,50.8
18.1,42.8,43.725,45.175000000000004,46.6,47.4,49.66666666666667,50.475,50.4
18.2,42.62,43.475,44.95,46.349999999999994,47.13333333333333,49.33333333333333,50.2,50.2
18.3,42.375,43.25,44.75,46.05,46.849999999999994,49.125,50.025,49.975
18.4,42.2,43,44.5,45.8,46.6,48.975,49.83333333333333,49.725
18.5,41.925,42.75,44.3,45.650000000000006,46.375,48.725,49.5,49.5
18.6,41.7,42.6,44,45.425,46.2,48.43333333333333,49.239999999999995,49.279999999999994
18.7,41.45,42.3,43.824999999999996,45.150000000000006,45.95,48.2,49.1,49
18.8,41.3,42.150000000000006,43.575,44.9,45.7,48.05,48.849999999999994,48.849999999999994
18.9,41.06,41.875,43.4,44.6,45.45,47.8,48.62,48.625
19,40.824999999999996,41.6,43.2,44.45,45.3,47.55,48.45,48.46
19.1,40.6,41.36666666666667,42.93333333333333,44.2,45.06,47.3,48.125,48.225
19.2,40.349999999999994,41.2,42.66666666666667,44.06,44.824999999999996,47.05,47.9,47.96666666666667
19.3,40.2,41,42.4,43.824999999999996,44.575,46.875,47.63333333333333,47.8
19.4,39.975,40.8,42.25,43.575,44.324999999999996,46.63333333333333,47.5,47.6
19.5,39.75,40.575,42.1,43.324999999999996,44.1,46.475,47.349999999999994,47.4
19.6,39.5,40.324999999999996,41.82000000000001,43.1,43.925,46.25,47.03333333333333,47.1
19.7,39.3,40.175000000000004,41.525,42.9,43.7,46,46.86666666666667,46.919999999999995
19.8,39.1,39.925,41.4,42.7,43.5,45.8,46.6,46.7
19.9,38.95,39.8,41.239999999999995,42.45,43.3,45.6,46.425,46.525
20,38.7,39.525,41,42.3,43.05,45.375,46.18000000000001,46.3
20.1,38.5,39.3,40.75,42.075,42.8,45.125,45.95,46.05
20.2,38.324999999999996,39.1,40.6,41.824999999999996,42.7,44.9,45.8,45.8
20.3,38.1,38.9,40.36,41.675000000000004,42.419999999999995,44.725,45.55,45.6
20.4,37.849999999999994,38.7,40.125,41.44,42.275,44.475,45.36,45.425
20.5,37.7,38.480000000000004,39.875,41.2,42,44.349999999999994,45.2,45.175000000000004
20.6,37.5,38.3,39.7,41,41.8,44.1,44.95,44.925
20.7,37.3,38.1,39.5,40.875,41.55,43.93333333333333,44.8,44.8
20.8,37.175000000000004,37.849999999999994,39.3,40.625,41.419999999999995,43.650000000000006,44.575,44.6
20.9,36.925,37.6,39.1,40.375,41.2,43.419999999999995,44.324999999999996,44.4
21,36.7,37.475,38.9,40.125,41,43.2,44.150000000000006,44.2
21.1,36.5,37.3,38.660000000000004,39.975,40.725,43.04,43.9,44
21.2,36.349999999999994,37.125,38.525,39.75,40.575,42.9,43.75,43.775
21.3,36.175000000000004,36.875,38.275,39.5,40.349999999999994,42.650000000000006,43.5,43.6
21.4,36,36.725,38.125,39.349999999999994,40.2,42.5,43.375,43.4
21.5,35.8,36.480000000000004,37.980000000000004,39.2,39.95,42.275,43.125,43.15
21.6,35.575,36.349999999999994,37.75,38.96,39.8,42.019999999999996,42.875,43
21.7,35.4,36.125,37.55,38.725,39.6,41.86666666666667,42.75,42.86666666666667
21.8,35.2,35.975,37.3,38.575,39.4,41.66666666666667,42.6,42.6
21.9,35.05,35.775,37.1,38.4,39.2,41.480000000000004,42.349999999999994,42.4
22,34.9,35.525,37,38.2,38.95,41.3,42.12,42.275
22.1,34.650000000000006,35.4,36.775,38,38.8,41.1,41.975,42.025
22.2,34.5,35.25,36.650000000000006,37.8,38.6,40.9,41.725,41.875
22.3,34.375,35,36.4,37.66666666666667,38.349999999999994,40.72,41.575,41.7
22.4,34.125,34.8,36.150000000000006,37.5,38.2,40.575,41.4,41.4
22.5,33.975,34.6,36.019999999999996,37.275,38,40.324999999999996,41.2,41.3
22.6,33.824999999999996,34.46,35.8,37.1,37.824999999999996,40.175000000000004,41,41.1
22.7,33.6,34.324999999999996,35.7,36.875,37.68000000000001,39.925,40.75,40.9
22.8,33.5,34.1,35.5,36.725,37.55,39.775,40.625,40.7
22.9,33.25,33.925,35.324999999999996,36.475,37.3,39.6,40.475,40.5
23,33.1,33.8,35.075,36.324999999999996,37.16666666666667,39.43333333333333,40.3,40.349999999999994
23.1,32.875,33.6,34.9,36.1,36.9,39.233333333333334,40.1,40.16666666666667
23.2,32.725,33.45,34.75,36,36.8,39.025,39.9,39.975
23.3,32.580000000000005,33.22,34.6,35.8,36.6,38.83333333333333,39.7,39.824999999999996
23.4,32.349999999999994,33.075,34.375,35.660000000000004,36.375,38.650000000000006,39.6,39.6
23.5,32.2,32.94,34.2,35.425,36.2,38.55,39.349999999999994,39.45
23.6,32.05,32.7,34.1,35.275,36,38.3,39.2,39.3
23.7,31.9,32.55,33.9,35.1,35.849999999999994,38.150000000000006,38.975,39.1
23.8,31.8,32.4,33.7,34.9,35.6,37.9,38.824999999999996,38.9
23.9,31.575000000000003,32.25,33.53333333333333,34.75,35.5,37.75,38.6,38.725
24,31.375,32.1,33.36666666666667,34.575,35.3,37.625,38.425,38.575
24.1,31.224999999999998,31.875,33.22,34.3,35.175000000000004,37.475,38.3,38.4
24.2,31.1,31.8,33,34.2,35,37.3,38.1,38.2
24.3,31,31.575000000000003,32.8,34.1,34.8,37.1,37.9,38.080000000000005
24.4,30.75,31.4,32.7,33.9,34.625,36.9,37.8,37.9
24.5,30.65,31.25,32.575,33.75,34.480000000000004,36.8,37.63333333333333,37.7
24.6,30.4,31.1,32.4,33.5,34.3,36.55,37.475,37.55
24.7,30.275000000000002,30.95,32.175000000000004,33.36,34.1,36.4,37.3,37.3
24.8,30.125,30.8,32.1,33.2,33.975,36.22,37.1,37.150000000000006
24.9,29.975,30.625,31.9,33.025,33.8,36.075,36.95,37.019999999999996
25,29.825,30.4,31.8,32.875,33.675000000000004,35.925,36.8,36.875
25.1,29.7,30.3,31.6,32.725,33.425,35.7,36.55,36.7
25.2,29.55,30.125,31.4,32.5,33.275,35.6,36.419999999999995,36.6
25.3,29.4,30,31.3,32.4,33.150000000000006,35.4,36.275,36.349999999999994
25.4,29.233333333333334,29.9,31.1,32.3,33,35.2,36.1,36.2
25.5,29.1,29.7,31,32.05,32.849999999999994,35.05,35.975,36.06666666666667
25.6,28.9,29.566666666666666,30.8,31.92,32.7,34.9,35.775,35.9
25.7,28.8,29.4,30.66666666666666,31.775,32.5,34.7,35.6,35.7
25.8,28.625000000000004,29.275,30.474999999999994,31.6,32.325,34.52,35.4,35.6
25.9,28.5,29.139999999999997,30.36666666666666,31.474999999999994,32.175,34.4,35.3,35.4
26,28.3,29,30.2,31.3,32,34.27499999999999,35.1,35.22500000000001
26.1,28.2,28.8,30.03333333333334,31.2,31.9,34.025000000000006,34.95,35.1
26.2,28,28.7,29.9,31,31.7,33.9,34.76666666666666,34.9
26.3,27.933333333333337,28.5,29.75,30.85,31.6,33.75,34.62500000000001,34.779999999999994
26.4,27.8,28.4,29.6,30.7,31.42,33.6,34.474999999999994,34.6
26.5,27.6,28.2,29.4,30.574999999999996,31.275,33.46,34.339999999999996,34.45
26.6,27.5,28.1,29.3,30.4,31.125000000000004,33.325,34.2,34.3
26.7,27.374999999999996,27.9,29.2,30.2,30.974999999999994,33.175,34,34.1
26.8,27.2,27.86666666666666,28.974999999999994,30.1,30.85,33.025000000000006,33.82,34
26.9,27.074999999999996,27.674999999999997,28.825000000000003,30,30.6,32.87499999999999,33.7,33.8
27,26.95,27.525000000000006,28.766666666666662,29.8,30.5,32.7,33.525000000000006,33.675
27.1,26.766666666666662,27.4,28.6,29.66666666666666,30.4,32.6,33.4,33.6
27.2,26.6,27.3,28.45,29.5,30.25,32.4,33.239999999999995,33.37499999999999
27.3,26.5,27.13333333333334,28.3,29.374999999999996,30.1,32.26666666666666,33.1,33.239999999999995
27.4,26.4,27,28.1,29.2,29.974999999999994,32.1,32.95,33.05
27.5,26.275,26.85,28,29.08,29.8,31.974999999999994,32.8,32.92
27.6,26.125000000000004,26.7,27.9,28.9,29.674999999999997,31.825000000000003,32.6,32.8
27.7,26,26.525000000000006,27.8,28.8,29.5,31.679999999999996,32.525000000000006,32.62500000000001
27.8,25.9,26.474999999999994,27.6,28.674999999999997,29.36666666666666,31.5,32.37499999999999,32.5
27.9,25.7,26.3,27.474999999999994,28.5,29.2,31.35,32.22500000000001,32.325
28,25.6,26.2,27.325000000000003,28.374999999999996,29.1,31.2,32.1,32.2
28.1,25.5,26.03333333333334,27.2,28.2,28.9,31.1,31.9,32.04
28.2,25.4,25.95,27.05,28.1,28.75,30.9,31.75,31.9
28.3,25.2,25.8,26.9,28,28.674999999999997,30.8,31.65,31.8
28.4,25.1,25.6,26.8,27.8,28.525000000000006,30.674999999999997,31.5,31.6
28.5,24.974999999999994,25.5,26.6,27.7,28.374999999999996,30.525000000000006,31.325000000000003,31.474999999999994
28.6,24.8,25.4,26.5,27.5,28.225,30.3,31.2,31.325000000000003
28.7,24.7,25.275,26.4,27.4,28.1,30.25,31.025000000000006,31.2
28.8,24.6,25.125000000000004,26.2,27.3,28,30.1,30.9,31.1
28.9,24.474999999999994,25,26.15,27.125000000000004,27.86666666666666,29.96666666666666,30.8,30.9
29,24.325000000000003,24.9,26,27,27.75,29.8,30.6,30.8
29.1,24.275,24.725,25.9,26.86666666666666,27.6,29.7,30.574999999999996,30.679999999999996
29.2,24.1,24.625000000000004,25.733333333333338,26.766666666666662,27.474999999999994,29.574999999999996,30.4,30.55
29.3,24,24.55,25.6,26.6,27.3,29.425000000000004,30.2,30.4
29.4,23.9,24.4,25.5,26.5,27.2,29.275,30.139999999999997,30.3
29.5,23.76,24.3,25.33333333333334,26.4,27,29.139999999999997,30,30.1
29.6,23.625000000000004,24.1,25.2,26.275,26.9,29.066666666666663,29.83333333333334,30
29.7,23.5,24.05,25.1,26.1,26.8,28.9,29.7,29.860000000000003
29.8,23.4,23.9,25,25.974999999999994,26.7,28.7,29.5,29.7
29.9,23.275,23.8,24.9,25.9,26.560000000000002,28.6,29.4,29.525000000000006
30,23.15,23.63333333333334,24.725,25.8,26.4,28.5,29.3,29.4
