Lateral Profiles,,,,,,,,
Open field,,,,,,,,
SSD=100cm,,,,,,,,
Depth=5cm,,,,,,,,
Scanning direction: Crossline,,,,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,,,,
,Dose[%],,,,,,,
Off axis position [cm],Field Size: 3x3 cm2,Field Size: 4x4 cm2,Field Size: 6x6 cm2,Field Size: 8x8 cm2,Field Size: 10x10 cm2,Field Size: 20x20 cm2,Field Size: 30x30 cm2,Field Size: 40x40 cm2
-28.9,,,,,,,,1.3
-28.8,,,,,,,,1.3
-28.7,,,,,,,,1.3
-28.6,,,,,,,,1.3
-28.5,,,,,,,,1.3
-28.4,,,,,,,,1.3699999999999988
-28.3,,,,,,,,1.4
-28.2,,,,,,,,1.4
-28.1,,,,,,,,1.4
-28,,,,,,,,1.4
-27.9,,,,,,,,1.4
-27.8,,,,,,,,1.4699999999999989
-27.7,,,,,,,,1.5
-27.6,,,,,,,,1.5
-27.5,,,,,,,,1.5
-27.4,,,,,,,,1.5
-27.3,,,,,,,,1.5
-27.2,,,,,,,,1.569999999999999
-27.1,,,,,,,,1.6
-27,,,,,,,,1.6
-26.9,,,,,,,,1.6
-26.8,,,,,,,,1.6699999999999988
-26.7,,,,,,,,1.7
-26.6,,,,,,,,1.7
-26.5,,,,,,,,1.7
-26.4,,,,,,,,1.769999999999999
-26.3,,,,,,,,1.8
-26.2,,,,,,,,1.8
-26.1,,,,,,,,1.8
-26,,,,,,,,1.8
-25.9,,,,,,,,1.8699999999999988
-25.8,,,,,,,,1.9
-25.7,,,,,,,,1.9
-25.6,,,,,,,,1.9699999999999989
-25.5,,,,,,,,2
-25.4,,,,,,,,2
-25.3,,,,,,,,2.069999999999999
-25.2,,,,,,,,2.1
-25.1,,,,,,,,2.1
-25,,,,,,,,2.169999999999999
-24.9,,,,,,,,2.2
-24.8,,,,,,,,2.2
-24.7,,,,,,,,2.2699999999999987
-24.6,,,,,,,,2.3
-24.5,,,,,,,,2.3
-24.4,,,,,,,,2.3699999999999988
-24.3,,,,,,,,2.4
-24.2,,,,,,,,2.469999999999999
-24.1,,,,,,,,2.5
-24,,,,,,,,2.569999999999999
-23.9,,,,,,,,2.6
-23.8,,,,,,,,2.669999999999999
-23.7,,,,,,,,2.7
-23.6,,,,,,,,2.7699999999999987
-23.5,,,,,,,,2.8
-23.4,,,,,,,,2.8699999999999988
-23.3,,,,,,,,2.969999999999999
-23.2,,,,,,,,3
-23.1,,,,,,,,3.069999999999999
-23,,,,,,,,3.169999999999999
-22.9,,,,,,,,3.2699999999999987
-22.8,,,,,,,,3.3699999999999988
-22.7,,,,,,,,3.469999999999999
-22.6,,,,,,,,3.569999999999999
-22.5,,,,,,,,3.669999999999999
-22.4,,,,,,,,3.7699999999999987
-22.3,,,,,,,,3.9399999999999977
-22.2,,,,,,,,4.0699999999999985
-22.1,,,,,,,,4.2399999999999975
-22,,,,,,,,4.509999999999996
-21.9,,,,,,,,4.809999999999997
-21.8,,,,,,,,5.179999999999995
-21.7,,,,,,,,5.649999999999994
-21.6,,,,,,,,6.289999999999992
-21.5,,,,,,,,7.269999999999987
-21.4,,,,,,,,8.719999999999981
-21.3,,,,,,,,10.879999999999972
-21.2,,,,,,,,13.769999999999964
-21.1,,,,,,,,17.289999999999957
-21,,,,,,,,21.129999999999956
-20.9,,,,,,,,25.029999999999955
-20.8,,,,,,,,28.71999999999996
-20.7,,,,,,,,31.82999999999997
-20.6,,,,,,,2,34.16999999999997
-20.5,,,,,,,2.1,35.77999999999999
-20.4,,,,,,,2.1,36.89999999999999
