Lateral Profiles,,,,,,,,
Open field,,,,,,,,
SSD=100cm,,,,,,,,
Depth=30cm,,,,,,,,
Scanning direction: Crossline,,,,,,,,
Detector: IBA Dosimetry CC13 Ionization chamber,,,,,,,,
,Dose[%],,,,,,,
Off axis position [cm],Field Size: 3x3 cm2,Field Size: 4x4 cm2,Field Size: 6x6 cm2,Field Size: 8x8 cm2,Field Size: 10x10 cm2,Field Size: 20x20 cm2,Field Size: 30x30 cm2,Field Size: 40x40 cm2
-29.8,,,,,,,,6.610000000000002
-29.7,,,,,,,,6.710000000000003
-29.6,,,,,,,,6.810000000000002
-29.5,,,,,,,,6.910000000000003
-29.4,,,,,,,,7.0100000000000025
-29.3,,,,,,,,7.110000000000002
-29.2,,,,,,,,7.2
-29.1,,,,,,,,7.220000000000005
-29,,,,,,,,7.4
-28.9,,,,,,,,7.420000000000005
-28.8,,,,,,,,7.6
-28.7,,,,,,,,7.6200000000000045
-28.6,,,,,,,,7.810000000000002
-28.5,,,,,,,,7.910000000000003
-28.4,,,,,,,,8.010000000000002
-28.3,,,,,,,,8.110000000000001
-28.2,,,,,,,,8.21
-28.1,,,,,,,,8.310000000000002
-28,,,,,,,,8.420000000000005
-27.9,,,,,,,,8.610000000000001
-27.8,,,,,,,,8.720000000000004
-27.7,,,,,,,,8.910000000000002
-27.6,,,,,,,,9.020000000000005
-27.5,,,,,,,,9.220000000000004
-27.4,,,,,,,4.4,9.420000000000005
-27.3,,,,,,,4.480000000000001,9.620000000000005
-27.2,,,,,,,4.5,9.820000000000006
-27.1,,,,,,,4.580000000000001,10.030000000000006
-27,,,,,,,4.6,10.34000000000001
-26.9,,,,,,,4.6800000000000015,10.740000000000009
-26.8,,,,,,,4.7,11.150000000000011
-26.7,,,,,,,4.780000000000001,11.670000000000016
-26.6,,,,,,,4.880000000000002,12.380000000000019
-26.5,,,,,,,4.9,13.230000000000029
-26.4,,,,,,,4.980000000000001,14.560000000000036
-26.3,,,,,,,5,16.210000000000047
-26.2,,,,,,,5.080000000000001,18.340000000000057
-26.1,,,,,,,5.1800000000000015,20.750000000000057
-26,,,,,,,5.280000000000001,23.26000000000006
-25.9,,,,,,,5.3,25.840000000000057
